Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",0,4.21,Harvest Books,Paperback,311,2005,1966,,2023/01/13,to-read,to-read (#100),to-read,,,,0,0
42369980,"Surprisingly Down to Earth, and Very Funny: My Autobiography",Limmy,"Limmy, Limmy",,"=""0008294682""","=""9780008294687""",0,4.34,Mudlark,Kindle Edition,353,2019,,,2023/09/18,to-read,to-read (#404),to-read,,,,0,0
13403051,Rabid: A Cultural History of the World's Most Diabolical Virus,Bill  Wasik,"Wasik, Bill",Monica Murphy,"=""0670023736""","=""9780670023738""",0,3.71,Viking,Hardcover,275,2012,2012,,2023/09/18,to-read,to-read (#403),to-read,,,,0,0
62084401,The Forbidden Spell (Mark of a Caster #1),Kaely Rose,"Rose, Kaely",,"=""""","=""""",0,4.34,,Kindle Edition,360,2022,2022,,2023/09/18,to-read,to-read (#402),to-read,,,,0,0
58784144,The Accidental Ecosystem: People and Wildlife in American Cities,Peter S. Alagona,"Alagona, Peter S.",,"=""0520386310""","=""9780520386310""",0,4.11,University of California Press,Hardcover,296,2022,,,2023/09/17,to-read,to-read (#401),to-read,,,,0,0
59693959,Lapvona,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""""","=""""",0,3.53,Penguin Press,Kindle Edition,313,2022,2022,,2023/09/17,to-read,to-read (#400),to-read,,,,0,0
123858963,"If Found, Return to Hell",Em X. Liu,"Liu, Em X.",,"=""1786189925""","=""9781786189929""",0,3.85,Rebellion Publishing,Paperback,162,2023,2023,,2023/09/13,to-read,to-read (#398),to-read,,,,0,0
54063245,The Book of Trespass: Crossing the Lines that Divide Us,Nick Hayes,"Hayes, Nick",,"=""1526604698""","=""9781526604699""",0,4.45,Bloomsbury Circus,Hardcover,448,2020,2020,,2023/09/13,to-read,to-read (#397),to-read,,,,0,0
58724923,Hidden Pictures,Jason Rekulak,"Rekulak, Jason",,"=""1250819342""","=""9781250819345""",0,4.15,Flatiron Books,Hardcover,372,2022,2022,,2023/09/09,to-read,to-read (#395),to-read,,,,0,0
50523477,"The Jasmine Throne (The Burning Kingdoms, #1)",Tasha Suri,"Suri, Tasha",,"=""0356515648""","=""9780356515649""",0,4.13,Orbit,Paperback,533,2021,2021,,2023/09/09,to-read,to-read (#394),to-read,,,,0,0
61120216,A Village in the Third Reich,Julia Boyd,"Boyd, Julia",,"=""178396622X""","=""9781783966226""",0,4.26,Elliott & Thompson,Kindle Edition,505,2022,2022,,2023/09/09,to-read,to-read (#393),to-read,,,,0,0
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",0,4.26,Michael Joseph,Hardcover,416,2017,2017,,2023/09/08,to-read,to-read (#392),to-read,,,,0,0
18465526,A Sting in the Tale: My Adventures with Bumblebees,Dave Goulson,"Goulson, Dave",,"=""1250048370""","=""9781250048370""",0,4.30,Picador,Hardcover,288,2014,2013,,2023/09/07,to-read,to-read (#391),to-read,,,,0,0
45865963,My Dark Vanessa,Kate Elizabeth Russell,"Russell, Kate Elizabeth",,"=""""","=""""",0,4.10,William Morrow,Kindle Edition,395,2020,2020,,2023/09/04,to-read,to-read (#390),to-read,,,,0,0
55196813,"The Maid (Molly the Maid, #1)",Nita Prose,"Prose, Nita",,"=""""","=""""",0,3.77,Ballantine Books,Hardcover,304,2022,2022,,2023/09/02,to-read,to-read (#389),to-read,,,,0,0
2565611,The Pig and the House,Edward Lee,"Lee, Edward",,"=""1889186589""","=""9781889186580""",0,3.82,Necro,ebook,242,2005,2010,,2023/09/02,to-read,to-read (#388),to-read,,,,0,0
54017896,"Blood and Moonlight (Blood and Moonlight, #1)",Erin Beaty,"Beaty, Erin",,"=""1250755816""","=""9781250755810""",0,3.89,"Farrar, Straus and Giroux (BYR)",Hardcover,448,2022,2022,,2023/09/01,to-read,to-read (#387),to-read,,,,0,0
52622380,"World Departed (Cascadia, #1)",Sarah Lyons Fleming,"Fleming, Sarah Lyons",,"=""""","=""9798617473430""",0,4.56,Independently published,Paperback,710,2020,,,2023/09/01,to-read,to-read (#386),to-read,,,,0,0
593177,In the Company of Crows and Ravens,John M. Marzluff,"Marzluff, John M.","Tony Angell, Paul Ehrlich","=""0300122551""","=""9780300122558""",0,3.96,Yale University Press,Paperback,308,2005,2005,,2023/08/31,to-read,to-read (#385),to-read,,,,0,0
60784461,"Sister, Maiden, Monster",Lucy A. Snyder,"Snyder, Lucy A.",,"=""1250825652""","=""9781250825650""",0,3.58,Tor Nightfire,Paperback,265,2023,2023,,2023/08/31,to-read,to-read (#384),to-read,,,,0,0
17259690,"The Foxhole Court (All for the Game, #1)",Nora Sakavic,"Sakavic, Nora",,"=""""","=""9781301529049""",0,4.02,Nora Sakavic,ebook,237,2013,2013,,2023/08/30,to-read,to-read (#383),to-read,,,,0,0
36236124,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355942""","=""9780393355949""",0,4.19,W. W. Norton & Company,Paperback,224,2018,1996,,2023/08/30,to-read,to-read (#382),to-read,,,,0,0
22892322,"The Universe in Your Hand: A Journey Through Space, Time, and Beyond",Christophe Galfard,"Galfard, Christophe",,"=""125006953X""","=""9781250069535""",0,4.38,Flatiron Books,ebook,256,2016,2015,,2023/08/08,dnf,dnf (#16),dnf,DNF at 10%. I generally knew most of the information in this book and therefore wasn’t very interested in reading the rest of this book. I was also not very interested in the method of second person narration and putting the reader in this weird perspective of being on an island and such.,,,1,0
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",0,4.39,Random House,Mass Market Paperback,384,2002,1980,,2022/11/21,to-read,to-read (#8),to-read,,,,0,0
50659471,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575621""","=""9781635575620""",3,3.76,Bloomsbury Publishing,Paperback,232,2020,2018,2023/08/29,2023/08/28,,,read,"This was… fine? It was sweet and cute, but honestly a bit boring. Fluff with a bit of substance. And honestly, this book kind of makes me dislike Nesta even more – even with <spoiler>that POV bit of hers</spoiler> – so I feel like it’s going to be difficult to get me to read the next book. 3.5 stars.<br/><br/>Edit: I don’t think I’m going to be reading the next book at all, and not even because of Nesta. In fact, she seems to be the best part about the next book, according to many, many negative reviews. What even happened to all the other characters? What on earth?",,,1,0
17231,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,"Lindsay, Jeff",,"=""""","=""""",0,3.90,Vintage Books,Paperback,288,2006,2004,,2023/08/29,to-read,to-read (#381),to-read,,,,0,0
23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408857901""","=""9781408857908""",5,4.48,Bloomsbury Publishing,Paperback,705,2017,2017,2019/03/01,2021/06/15,,,read,,,,2,0
150247395,"The Tainted Cup (Shadow of the Leviathan, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""1984820702""","=""9781984820709""",0,4.34,Del Rey,Hardcover,413,2024,2024,,2023/08/28,to-read,to-read (#380),to-read,,,,0,0
9650,Burmese Days,George Orwell,"Orwell, George",,"=""1421808307""","=""9781421808307""",0,3.87,1st World Library,Hardcover,276,2005,1934,,2023/08/28,to-read,to-read (#379),to-read,,,,0,0
49984407,The Cybernetic Tea Shop,Meredith Katz,"Katz, Meredith",,"=""1989646158""","=""""",0,4.04,Soft Cryptid,Kindle Edition,118,2019,2016,,2023/08/27,"to-read, up-next","to-read (#378), up-next (#9)",to-read,,,,0,0
16200,Ella Minnow Pea: A Novel in Letters,Mark Dunn,"Dunn, Mark",,"=""0385722435""","=""9780385722438""",0,3.93,Vintage,Paperback,208,2002,2001,,2023/08/27,to-read,to-read (#377),to-read,,,,0,0
30584,Between Dignity and Despair: Jewish Life in Nazi Germany,Marion A. Kaplan,"Kaplan, Marion A.",,"=""0195130928""","=""9780195130928""",0,4.23,Oxford University Press,Paperback,304,1999,1998,,2023/08/26,to-read,to-read (#376),to-read,,,,0,0
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",4,4.19,Bloomsbury USA Childrens,Hardcover,419,2015,2015,2019/02/27,2021/06/15,,,read,,,,2,0
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",0,4.30,Penguin Books,Paperback,487,2005,2005,,2023/08/26,to-read,to-read (#375),to-read,,,,0,0
88338430,When Kingdoms Fall,Callie Dahl,"Dahl, Callie",,"=""""","=""9798986564807""",0,4.08,,Kindle Edition,473,2023,2023,,2023/06/13,to-read,to-read (#249),to-read,,,,0,0
25972177,"The Waking Fire (The Draconis Memoria, #1)",Anthony Ryan,"Ryan, Anthony",,"=""0356506398""","=""9780356506395""",0,4.05,Orbit,Hardcover,592,2016,2016,,2022/12/05,dnf,dnf (#19),dnf,"DNF at 39%. The steampunk-fantasy world and worldbuilding is INCREDIBLY interesting, especially with the addition of dragons and the unique magic system. However, out of the three POVs, I only wanted to read two – Hilmore was so boring and technical military-wise that I literally skipped his chapters after a bit. Lisanne’s POV is the most interesting and Clay’s had me hanging on by a couple threads, but his was mind numbing. Moreover, with such an interesting world, it shames me to say that I had almost no interest in the plot. I had theories in my head that kept me going, but after looking up spoilers, I had no motivation to keep reading. The antagonist just seems so one-dimensional and I’m not really interested in seeing what’s going to happen to the characters if that’s going to be the main enemy. And having a POV I have no interest in reading wasn’t helping. I wish I was still interested in this, and maybe I’ll come back to it, but I doubt it.",,,0,0
33413128,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",Neil Smith,"=""""","=""""",0,4.29,Simon & Schuster,Kindle Edition,432,2017,2016,,2023/08/23,to-read,to-read (#374),to-read,,,,0,0
125005288,A Bond of Broken Glass: (The Severed Realms),T.A. Lawrence,"Lawrence, T.A.",,"=""1960685015""","=""9781960685018""",0,4.14,T. A. Lawrence,Paperback,462,2023,2023,,2023/04/20,to-read,to-read (#198),to-read,,,,0,0
30319086,If We Were Villains,M.L. Rio,"Rio, M.L.",,"=""125009528X""","=""9781250095282""",0,4.16,Flatiron Books,Hardcover,354,2017,2017,,2023/08/22,to-read,to-read (#373),to-read,,,,0,0
62695377,"Threads That Bind (Threads That Bind, #1)",Kika Hatzopoulou,"Hatzopoulou, Kika",,"=""0593528719""","=""9780593528716""",0,3.94,Razorbill,Hardcover,352,2023,2023,,2023/08/22,to-read,to-read (#372),to-read,,,,0,0
59249732,Another Appalachia: Coming Up Queer and Indian in a Mountain Place,Neema Avashia,"Avashia, Neema",,"=""1952271428""","=""9781952271427""",0,4.27,West Virginia University Press,Paperback,171,2022,2022,,2023/08/21,to-read,to-read (#371),to-read,,,,0,0
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",0,4.17,William Morrow,Hardcover,937,2008,2008,,2023/08/21,to-read,to-read (#370),to-read,,,,0,0
57915993,Blood Over Bright Haven,M.L.  Wang,"Wang, M.L.",,"=""""","=""""",0,4.47,M.L. Wang,Kindle Edition,527,2023,2023,,2023/08/20,to-read,to-read (#369),to-read,,,,0,0
17910124,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",Brian Staveley,"Staveley, Brian",,"=""0765336405""","=""9780765336408""",0,4.09,Tor Books,Hardcover,480,2014,2014,,2023/08/20,to-read,to-read (#368),to-read,,,,0,0
39863194,I Want to Eat Your Pancreas,Yoru Sumino,"Sumino, Yoru","Izumi Kirihara, Beni Axia Conrad","=""1642750328""","=""9781642750324""",5,4.36,Seven Seas,Paperback,442,2019,2014,2023/08/20,2023/05/02,,,read,,,,1,0
59785164,"Demon in the Wood (Grishaverse, #0)",Leigh Bardugo,"Bardugo, Leigh",Dani Pendergast,"=""1250624649""","=""9781250624642""",5,4.13,Roaring Brook Press,Hardcover,203,2022,2022,2023/08/20,2022/12/04,,,read,,,,1,0
75302290,"Adia Kelbara and the Circle of Shamans (Adia Kelbara and the Circle of Shamans, 1)",Isi Hendrix,"Hendrix, Isi",,"=""0063266334""","=""9780063266339""",0,4.39,Balzer + Bray,Hardcover,352,2023,2023,,2023/08/20,to-read,to-read (#367),to-read,,,,0,0
58340706,"One Dark Window (The Shepherd King, #1)",Rachel Gillig,"Gillig, Rachel",,"=""0316312487""","=""9780316312486""",0,4.31,Orbit,Paperback,399,2022,2022,,2023/08/20,to-read,to-read (#366),to-read,,,,0,0
21686,Shutter Island,Dennis Lehane,"Lehane, Dennis",,"=""038073186X""","=""9780380731862""",0,4.12,HarperTorch,Mass Market Paperback,369,2004,2003,,2023/08/20,to-read,to-read (#365),to-read,,,,0,0
36679274,"Sword Catcher (Sword Catcher, #1)",Cassandra Clare,"Clare, Cassandra",,"=""0525619992""","=""9780525619994""",0,3.81,Del Rey Books,Hardcover,624,2023,2023,,2023/08/20,to-read,to-read (#364),to-read,,,,0,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E.  Schwab,"Schwab, V.E.",,"=""0765376458""","=""9780765376459""",0,4.05,Tor,Hardcover,400,2015,2015,,2023/08/20,to-read,to-read (#363),to-read,,,,0,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",0,4.02,Knopf,Hardcover,399,1996,1995,,2022/12/05,interested,interested (#6),interested,,,,0,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Tormod Haugen, Per Svein Paulsen","=""""","=""""",0,4.24,HarperCollins Publishers,Paperback,206,2005,1950,,2022/12/05,interested,interested (#5),interested,,,,0,0
16429619,"The Kiss of Deception (The Remnant Chronicles, #1)",Mary E. Pearson,"Pearson, Mary E.",,"=""""","=""""",0,3.93,Henry Holt,Kindle Edition,492,2014,2014,,2023/08/18,dnf,dnf (#18),dnf,"DNF at some point. Just wasn’t interested in the romance, and I think I looked at the later books and either wasn’t interested in where it was going, or wasn’t interested in the way to get there. Probably not coming back to this.",,,0,0
30969741,An Enchantment of Ravens,Margaret  Rogerson,"Rogerson, Margaret",,"=""1481497588""","=""9781481497589""",4,3.65,Margaret K. McElderry Books,Hardcover,304,2017,2017,2023/08/18,2023/03/21,,,read,"This was a whimsical, sweet, and enjoyable book. The relationship did not purely consist of lust and therefore was something I could enjoy. I loved the way the fae were written in this book, especially with all the laws they were constricted to, as well as the world they lived in. The writing was often very beautiful and descriptive.<br/><br/>However, some things held me back from giving this a higher rating. While I know it occurs in real life sometimes, it’s difficult for me to believe that they fell head over heels in love with each other within… a week? While the relationship feels like they have something genuine going and not too contrived, it still feels held back by the fact that they’ve had literally barely any time to develop an actual relationship. Moreover, the restriction against them getting together – the “Good Law” – feels utterly contrived. Perhaps if there were more proof that this law was “needed,” I would see it as more of part of the world, but I couldn’t. <br/><br/>And when were they ever enemies? The summary implies that they’re going to be enemies for a good while but that happens only for a chapter or two. Their relationship felt real enough for me to not hate it once the enemies thing disappeared, but it was really annoying that I was expecting some sort of enemies to lovers when it wasn’t.<br/><br/>One thing I did enjoy was the MC’s awareness of her own feelings and danger of them in this world… thankfully she wasn’t forced to be stupid in order to get the plot moving (although that happened once or twice).<br/><br/>The world was also not as fleshed out as I’d hoped – while the details that we were given were very interesting, they often felt surface level and not really built into what was happening. The Wild Hunt was there… but why, exactly? They were in constant danger but the only way I felt that was through another character’s injuries, not the MC’s, and since it didn’t really feel like I understood the extent of his powers, I wasn’t really feeling the amount of danger they were in.<br/><br/>And the ending felt kind of obvious and quick – and they defeated the antagonist so quickly it kind of felt like he wasn’t even the antagonist in the first place, which was kind of annoying.<br/><br/>I suppose I could call this something akin to a fairytale to explain it all away – it felt short and whimsical with a happy ending. But I still wasn’t fully satisfied, even though I generally enjoyed this book. 3.75 stars.<br/><br/>",,,1,0
38746152,The Book of Delights: Essays,Ross Gay,"Gay, Ross",,"=""1616207922""","=""9781616207922""",4,4.16,Algonquin Books,Hardcover,274,2019,2019,2023/08/17,2023/06/09,,,read,"This was a good, solid, and enjoyable book. I’d give it more stars if not for the fact that I don’t feel I’m the target audience, and therefore could not get the maximum delight (haha) out of it. I’m not really a poetry kind of guy, and this was quite poetic. At times I got a little lost in the slightly confusing sentences. However, this book made me appreciate the little things in life and the small delights we experience every day. 4 stars. Read for college.",,,1,0
51374427,"The Identity Thief (The God Machine, #1)",Alex Bryant,"Bryant, Alex",,"=""1913571009""","=""9781913571009""",0,4.29,K&M Books,Paperback,438,2020,2020,,2022/12/01,to-read,to-read (#361),to-read,,,,0,0
20174424,"City of Stairs (The Divine Cities, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""080413717X""","=""9780804137171""",0,4.09,Del Rey,Paperback,452,2014,2014,,2023/08/16,to-read,to-read (#362),to-read,,,,0,0
64401958,"The King's Captive (Gate of Myth and Power, #1)",K.M. Shea,"Shea, K.M.",,"=""""","=""""",0,4.29,,Kindle Edition,340,2022,2022,,2023/08/16,to-read,to-read (#360),to-read,,,,0,0
58511056,"The Blood Trials (The Blood Gift Duology, #1)",N.E. Davenport,"Davenport, N.E.",,"=""0063058480""","=""9780063058484""",0,4.12,Harper Voyager,Hardcover,448,2022,2022,,2023/08/14,to-read,to-read (#359),to-read,,,,0,0
16691891,To the End of June: The Intimate Life of American Foster Care,Cris Beam,"Beam, Cris",,"=""0547999534""","=""9780547999531""",0,4.01,Mariner Books,ebook,337,2013,2013,,2023/08/13,to-read,to-read (#358),to-read,,,,0,0
63127235,The Hanging City,Charlie N. Holmberg,"Holmberg, Charlie N.",,"=""1662508719""","=""9781662508714""",0,3.99,47North,Kindle Edition,344,2023,2023,,2023/08/12,to-read,to-read (#356),to-read,,,,0,0
122958460,"Of Blood and Magic (The Threads That Bind, #1)",J.A. Good,"Good, J.A.","Veronica Perez, Rebecca Fazzio","=""""","=""""",0,4.29,"JVR Novels, LLC",Kindle Edition,494,2023,,,2023/08/11,to-read,to-read (#355),to-read,,,,0,0
355917,"Flyte (Septimus Heap, #2)",Angie Sage,"Sage, Angie",Mark Zug,"=""0060577363""","=""9780060577360""",0,4.01,HarperCollins Publishers,Paperback,521,2007,2006,,2023/08/11,to-read,to-read (#354),to-read,,,,0,0
61755703,"The Fury of the Gods (The Bloodsworn Saga, #3)",John Gwynne,"Gwynne, John",,"=""""","=""""",0,4.38,Orbit,Paperback,,2024,2024,,2023/08/10,to-read,to-read (#353),to-read,,,,0,0
57341045,"The Hunger of the Gods (The Bloodsworn Saga, #2)",John Gwynne,"Gwynne, John",,"=""0356514226""","=""9780356514222""",5,4.55,Orbit,Hardcover,656,2022,2022,2023/08/10,2023/08/05,,,read,"Most of my complaints have been fixed in this book, but I felt like the pacing suffered a little, still. Around the 60-70% mark it was difficult trying to push myself to keep reading, but then it sped up and I finished it in one go. However, there were a couple of other issues. I just felt like I couldn’t connect to Varg. The issue with his sister has vanished, and his only character development is bonding with the Bloodsworn. After a certain point, it feels like his scenes exist just to tell us what’s going on. As for my other issue, the ending was exciting and action packed – <spoiler>I mean, holy shit, they kill a god and then it immediately dies? Talk about hardcore</spoiler> – but then my favorite character <spoiler>(Orka) appears to die or something like it. Truthfully, if she’s not in most of the third book or she’s just dead completely and all we do is follow her kid, I’m not interested. Her journey has been the most compelling for me and if hers disappears I don’t know if I’ll be able to get through the third book. Considering what the author has been able to do with the characters in the past, I’m expecting her to be gone for at least some length of time, and I’m not excited. </spoiler> However, the rest of book was extremely interesting and well paced. 4.5 stars.",,,1,0
448873,"The Thief (The Queen's Thief, #1)",Megan Whalen Turner,"Turner, Megan Whalen",,"=""0060824972""","=""9780060824976""",0,3.85,Greenwillow Books,Paperback,280,2005,1996,,2023/08/10,to-read,to-read (#352),to-read,,,,0,0
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",,"=""0143039989""","=""9780143039983""",0,3.82,Penguin Classics,Paperback,182,2006,1959,,2023/08/10,to-read,to-read (#351),to-read,,,,0,0
59478207,"The Alpha's Son (The Alpha's Son, #1)",Penny Jessup,"Jessup, Penny",,"=""1739983408""","=""""",0,3.37,Tiny Ghost Press,Kindle Edition,393,2022,2022,,2023/08/09,to-read,to-read (#350),to-read,,,,0,0
40969531,"A Winter's Promise (The Mirror Visitor, #1)",Christelle Dabos,"Dabos, Christelle",Hildegarde Serle,"=""1787701425""","=""9781787701427""",0,4.03,Europa Editions,Kindle Edition,446,2018,2013,,2023/08/09,dnf,dnf (#17),dnf,"DNF. Worldbuilding was really interesting, but the misogyny and the MMC continuously ignoring the MC was not. Was getting annoying and confusing. Don’t know if I’ll get back to this.",,,0,0
58874675,The Honeys,Ryan La Sala,"Sala, Ryan La",,"=""133874531X""","=""9781338745313""",0,3.82,PUSH,Hardcover,344,2022,2022,,2023/08/08,to-read,to-read (#349),to-read,,,,0,0
56614597,"Gilded (Gilded, #1)",Marissa Meyer,"Meyer, Marissa",,"=""1250618843""","=""9781250618849""",0,3.89,Feiwel and Friends,Hardcover,502,2021,2021,,2023/07/31,dnf,dnf (#14),dnf,"DNF this book at some point. The worldbuilding was really interesting and I was really interested in the background of the MC, but I just didn’t care for the love interest nor his backstory. Once we got to the reveal about him, I had no more interest in the plot.",,,0,0
34728667,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,"Adeyemi, Tomi",,"=""1250170974""","=""9781250170972""",0,4.11,Henry Holt Company,Hardcover,544,2018,2018,,2023/08/05,dnf,dnf (#15),dnf,"DNF at the beginning for entirely subjective reasons. The prince showed up with magic powers he’s obviously going to hate and turn into self loathing, and then he might or might not fall in love with the MC. I like enemies to lovers, but I just wasn’t feeling the former trope at all. Not a big fan when I didn’t think I cared about the prince anyway. Might come back to it at some point to try and get over my dislike.",true,,0,0
60521937,"A Dowry of Blood (A Dowry of Blood, #1)",S.T. Gibson,"Gibson, S.T.",,"=""0316501077""","=""9780316501071""",0,4.01,Redhook,Hardcover,292,2022,2021,,2023/08/06,to-read,to-read (#348),to-read,,,,0,0
56229688,"The Pariah (Covenant of Steel, #1)",Anthony Ryan,"Ryan, Anthony",,"=""0316430773""","=""""",0,4.20,Orbit,Kindle Edition,600,2021,2021,,2023/08/05,to-read,to-read (#347),to-read,,,,0,0
58724872,"In the Shadow of Lightning (Glass Immortals, #1)",Brian  McClellan,"McClellan, Brian",,"=""1250755697""","=""9781250755698""",0,4.40,Tor Books,Hardcover,576,2022,2022,,2023/08/05,to-read,to-read (#346),to-read,,,,0,0
61431922,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374042""",3,4.58,Entangled: Red Tower Books,Hardcover,517,2023,2023,2023/07/16,2023/04/21,,,read,"I loved so much about this book, but some things I really couldn’t stand.<br/><br/>The first is the romance. This is probably my biggest issue, and since this book is a romantacy, it was also a huge chunk of the book. First of all, anyone who describes this book as “enemies to lovers” is exaggerating or lying. When were they enemies? She sees Xaden and almost immediately starts undressing him with her eyes. At no point before they get together does she not think “oh my god, he’s so hot.” The MC thinks he hates her, which is believable for maybe their first and second interaction, but after that the thought is ridiculous– which is the extent of the “enemies” part of their relationship.<br/><br/>Moreover, Xaden is your cliche, arrogant MMC who goads and taunts the FMC 24/7, making her go “he’s so hot while doing it though” a million times over, which really ground my gears. And he calls her VIOLENCE?? Which absolutely made me cringe every time I read it.<br/><br/>While I liked the <spoiler>tension of the love triangle and it being set up in a similar way to ACOTAR,</spoiler> the pacing was absolutely terrible. It’s definitely not anything like a slow burn. She practically starts eye-fucking him by the third time they see each other, and he joins in soon afterwards (before they start actually fucking).<br/><br/>My second issue, while more minor, is just how irritating/stupid Violet could be at times. Most of it was just losing her mind over Xaden every time he walked into a room. But one thing that really bothered me was that she was SO against killing people. Even people that are trying to kill her!! That use their opportunity at life again to TRY AND KILL HER AGAIN!! And still, she spares their lives?? <spoiler>And when she finally kills someone who’s been attempting to kill her a million times over, she breaks down.</spoiler> Isn’t she supposed to be smart? I get the emotional reaction, but after letting/wanting to let so many would-be murderers go, she felt more stupid than anything.<br/><br/>And speaking of Violet’s character… she did not really feel 20 years old. If you took out the swearing and the sex/references to sex, the behavior of the characters and the writing of the book would make it a YA book. That’s how immature things sometimes felt.<br/><br/>As for the rest of it– I loved the dragons and the worldbuilding regarding the magic here and there, but once we got to the reveal/ending, I just… didn’t care? Like it felt kind of obvious, and I didn’t really feel any sense of urgency or danger for any of the main characters. I knew they were probably going to get out of it fine. <spoiler>When she was poisoned,</spoiler> I was like, “Oh, maybe they’ll be some consequences for her!” But… nope. She healed from it really quickly. I mean, with the reveal at the VERY end it makes sense, but still… what was actually impacted except for the reveal? But I did like the reveal at the very end, it did make me really intrigued.<br/><br/>I have no idea if I’m actually going to read the next book, but if the plot actually gets good I might read it. Since the “enemies to lovers” “slow burn” romance already happened, I’m not really interested in the rest of it, and generally I feel like everything else is going to be decently predictable. Ordinarily, as long as it’s fun I’ll read, but right now I’m just bored.<br/><br/>3 stars.",,,1,0
61387972,Sea Change,Gina Chung,"Chung, Gina",,"=""0593469348""","=""9780593469347""",0,3.59,Vintage,Paperback,288,2023,2023,,2023/08/05,to-read,to-read (#345),to-read,,,,0,0
213647,"The Warrior Heir (The Heir Chronicles, #1)",Cinda Williams Chima,"Chima, Cinda Williams",,"=""0786839171""","=""9780786839179""",4,3.94,Hyperion Paperbacks,Paperback,426,2007,2006,,2023/08/05,,,read,,,,1,0
339756,Auschwitz: A New History,Laurence Rees,"Rees, Laurence",,"=""1586483579""","=""9781586483579""",0,4.30,Public Affairs,Paperback,327,2006,2005,,2023/08/05,to-read,to-read (#344),to-read,,,,0,0
46261182,"The Awakening (Zodiac Academy, #1)",Caroline Peckham,"Peckham, Caroline",Susanne Valenti,"=""""","=""""",0,3.89,Dark Ink Publishing,Kindle Edition,436,2019,2019,,2023/08/05,to-read,to-read (#343),to-read,,,,0,0
90140412,Blood Moon Sanctum (A Curse of Obsidian & Silver #1),Zian Schafer,"Schafer, Zian",,"=""0473643499""","=""9780473643492""",0,3.84,Zian Schafer,ebook,386,2023,2023,,2023/08/05,to-read,to-read (#342),to-read,,,,0,0
49931405,"The Kingdom of Liars (The Legacy of the Mercenary Kings, #1)",Nick Martell,"Martell, Nick",,"=""1534437789""","=""9781534437784""",0,3.71,Gallery / Saga Press,Hardcover,596,2020,2020,,2023/08/05,to-read,to-read (#341),to-read,,,,0,0
47212,"Storm Front (The Dresden Files, #1)",Jim Butcher,"Butcher, Jim",,"=""0451457811""","=""9780451457813""",0,3.98,Penguin ROC,Mass Market Paperback,355,2000,2000,,2023/08/03,to-read,to-read (#340),to-read,,,,0,0
22663648,Physics of the Impossible,Michio Kaku,"Kaku, Michio",,"=""""","=""""",0,4.10,,Kindle Edition,707,2014,2008,,2023/08/01,to-read,to-read (#339),to-read,,,,0,0
11548195,Bad Science,Ben Goldacre,"Goldacre, Ben",,"=""0007283199""","=""9780007283194""",5,4.06,,ebook,284,2008,2008,2023/08/01,2022/11/21,,,read,,,,1,0
62991929,"Honor & Heresy (The Great Fall of Northgard, #1)",Max Francis,"Francis, Max",,"=""0646868888""","=""9780646868882""",0,4.71,,Paperback,,2023,2023,,2023/07/31,to-read,to-read (#338),to-read,,,,0,0
